reference	RNA_GMP_Ven_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_A	RNA_GMP_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_Ven_B	RNA_HSC_vehicle_A	RNA_HSC_vehicle_B
Olfr470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr472	41.0	52.0	45.0	26.0	15.0	72.0	44.0	5.0
Olfr473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr477	15.0	12.0	3.0	11.0	14.0	35.0	4.0	1.0
Olfr478	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr479	0.0	1.0	0.0	1.0	11.0	1.0	0.0	0.0
Olfr48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr480	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr481	0.0	0.0	0.0	0.0	2.0	4.0	2.0	0.0
Olfr482	16.0	16.0	14.0	10.0	22.0	13.0	4.0	2.0
Olfr483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr484	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr488	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr49	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Olfr490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr491	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Olfr492	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr495	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Olfr497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr5	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
Olfr50	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
Olfr502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr506	0.0	0.0	1.0	2.0	0.0	4.0	0.0	0.0
Olfr507	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr509	83.0	51.0	61.0	59.0	94.0	130.0	64.0	23.0
Olfr51	3.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0
Olfr510	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Olfr512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr513	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0
Olfr514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr517	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Olfr518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr52	1.0	6.0	5.0	2.0	6.0	4.0	1.0	2.0
Olfr520	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr524	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0
Olfr525	1.0	2.0	1.0	2.0	1.0	7.0	3.0	0.0
Olfr527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr531	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr532	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
Olfr533	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Olfr535	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr536	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr54	0.0	4.0	2.0	1.0	1.0	0.0	1.0	0.0
Olfr541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr543	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0
Olfr544	3.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0
Olfr545	8.0	2.0	2.0	4.0	31.0	18.0	3.0	1.0
Olfr547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr548-ps1	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
Olfr549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr55	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr550	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
Olfr551	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
Olfr552	53.0	60.0	31.0	61.0	35.0	69.0	40.0	8.0
Olfr553	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr554	1.0	2.0	2.0	1.0	11.0	11.0	1.0	0.0
Olfr555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr556	0.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0
Olfr557	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr559	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr569	9.0	3.0	4.0	4.0	15.0	13.0	6.0	3.0
Olfr57	25.0	40.0	30.0	23.0	829.0	311.0	16.0	15.0
Olfr570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr571	21.0	14.0	12.0	27.0	22.0	47.0	10.0	4.0
Olfr572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr573-ps1	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Olfr574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr575	0.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0
Olfr576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Olfr577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr578	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
Olfr58	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Olfr582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr584	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0
Olfr585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr586	2.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0
Olfr588-ps1	2.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0
Olfr589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr591	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Olfr592	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr594	0.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0
Olfr596	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr597	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr6	17.0	20.0	7.0	13.0	37.0	81.0	11.0	5.0
Olfr60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr600	3.0	1.0	0.0	5.0	10.0	11.0	3.0	0.0
Olfr601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr605	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Olfr606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr607	111.0	65.0	59.0	79.0	143.0	373.0	72.0	37.0
Olfr608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr610	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr612	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr613	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
Olfr615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr618	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr62	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Olfr620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr622	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Olfr623	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Olfr624	2225.0	2199.0	1693.0	1766.0	1472.0	2668.0	1924.0	588.0
Olfr625-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr628	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0
Olfr629	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr63	18.0	30.0	15.0	21.0	97.0	127.0	16.0	15.0
Olfr630	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr632	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr635	333.0	262.0	239.0	302.0	218.0	206.0	285.0	30.0
Olfr638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr639	586.0	520.0	314.0	447.0	350.0	596.0	402.0	84.0
Olfr64	1.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0
Olfr640	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr641	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr642	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
Olfr643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr645	1.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0
Olfr646	4.0	5.0	2.0	5.0	3.0	7.0	1.0	0.0
Olfr648	124.0	100.0	91.0	92.0	13.0	20.0	70.0	14.0
Olfr649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr652	1.0	0.0	0.0	0.0	2.0	4.0	1.0	0.0
Olfr653	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr654	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr655	0.0	2.0	5.0	5.0	24.0	27.0	0.0	1.0
Olfr656	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Olfr657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr658	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0
Olfr659	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr66	3.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0
Olfr661	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Olfr665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr667	3.0	12.0	4.0	4.0	0.0	6.0	1.0	0.0
Olfr668	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr669	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
Olfr67	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Olfr670	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Olfr671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr676	8.0	5.0	1.0	8.0	10.0	20.0	7.0	0.0
Olfr677	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr678	3.0	1.0	0.0	1.0	9.0	9.0	0.0	0.0
Olfr679	1.0	0.0	2.0	1.0	3.0	1.0	1.0	0.0
Olfr68	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr680-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr681	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Olfr683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr684	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr686	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr689	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr69	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Olfr690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr691	0.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0
Olfr692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr694	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Olfr695	1.0	7.0	3.0	3.0	6.0	19.0	2.0	4.0
Olfr697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr698	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr699	2.0	0.0	0.0	1.0	3.0	6.0	2.0	0.0
Olfr70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr701	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Olfr702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr703	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr704	0.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0
Olfr705	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr706	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0
Olfr707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr709-ps1	81.0	50.0	47.0	38.0	26.0	40.0	41.0	6.0
Olfr71	1.0	3.0	1.0	2.0	6.0	9.0	3.0	1.0
Olfr710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr713	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Olfr714	3.0	1.0	2.0	3.0	3.0	7.0	0.0	0.0
Olfr715	34.0	36.0	26.0	34.0	32.0	50.0	22.0	7.0
Olfr715b	1.0	2.0	1.0	0.0	2.0	3.0	1.0	0.0
Olfr716	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
Olfr718-ps1	154.0	148.0	139.0	146.0	106.0	164.0	113.0	58.0
Olfr720	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
Olfr721-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr727	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0
Olfr728	0.0	0.0	1.0	1.0	4.0	1.0	0.0	0.0
Olfr729	24.0	19.0	17.0	16.0	320.0	147.0	17.0	7.0
Olfr73	5.0	3.0	0.0	5.0	2.0	11.0	0.0	1.0
Olfr730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr731	29.0	30.0	12.0	14.0	37.0	37.0	11.0	7.0
Olfr732	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Olfr733	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr734	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr736	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr739	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr740	32.0	28.0	22.0	26.0	11.0	19.0	15.0	8.0
Olfr741	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0
Olfr742	1.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0
Olfr743	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr744	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Olfr745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr748	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr750	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr76	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr764-ps1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr766-ps1	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Olfr767	126.0	107.0	85.0	100.0	49.0	65.0	59.0	16.0
Olfr768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr769	78.0	61.0	46.0	86.0	196.0	310.0	59.0	13.0
Olfr77	115.0	101.0	115.0	113.0	785.0	280.0	107.0	77.0
Olfr770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr774	92.0	86.0	59.0	78.0	43.0	36.0	60.0	16.0
Olfr775	73.0	51.0	31.0	72.0	34.0	101.0	45.0	9.0
Olfr776	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Olfr777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr78	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr780	0.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0
Olfr781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr782	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr784	5195.0	6655.0	4310.0	4615.0	2450.0	4261.0	4274.0	1725.0
Olfr785	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr786	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr787	0.0	2.0	0.0	3.0	1.0	2.0	1.0	0.0
Olfr788	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr789	19.0	17.0	8.0	7.0	8.0	16.0	8.0	1.0
Olfr790	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Olfr791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr794	1.0	0.0	0.0	1.0	10.0	7.0	2.0	0.0
Olfr796	1.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0
Olfr798	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr8	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr800	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr801	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr802	4.0	6.0	3.0	9.0	6.0	20.0	2.0	0.0
Olfr803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr804	22.0	24.0	23.0	20.0	8.0	27.0	36.0	7.0
Olfr805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr808	3.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0
Olfr809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr813	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Olfr814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr816	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
Olfr818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr820	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
Olfr821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr822	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Olfr823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr824	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr825	10.0	12.0	3.0	6.0	13.0	28.0	9.0	0.0
Olfr826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr827	1.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0
Olfr828	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr832	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr835	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Olfr836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr837	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Olfr839-ps1	367.0	338.0	223.0	305.0	207.0	354.0	244.0	59.0
Olfr843	1.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0
Olfr844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr847	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Olfr849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr851	2.0	2.0	2.0	1.0	0.0	2.0	0.0	0.0
Olfr853	54.0	28.0	12.0	47.0	8.0	11.0	37.0	5.0
Olfr854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr859	19.0	9.0	15.0	9.0	5.0	14.0	9.0	1.0
Olfr860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr867	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
Olfr868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr870	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr871	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr874	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr875	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr876	0.0	0.0	0.0	1.0	5.0	3.0	0.0	1.0
Olfr877	0.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0
Olfr878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr881	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
Olfr883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr887	4.0	2.0	2.0	2.0	13.0	17.0	4.0	0.0
Olfr888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
